path,label
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0768.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0102.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0388.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0671.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0869.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0469.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0817.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0786.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0480.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0164.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0742.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0513.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0770.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0972.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0286.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0349.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0084.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0188.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0386.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0491.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0366.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0748.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0222.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0475.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0297.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0714.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0791.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0825.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0291.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0673.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0865.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0860.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0976.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0419.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0506.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0672.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0598.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0370.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0129.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0771.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0746.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0205.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0914.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0187.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0907.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0813.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0305.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0510.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0489.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0964.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0909.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0028.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0524.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0047.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0696.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0487.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0271.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0244.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0191.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0938.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0871.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0713.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0697.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0251.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0811.png,0
/home/vishal/Vikash/Projects/Final_project/Quick_Draw/quickdraw_png/airplane/airplane_0624.png,0
